,0,1,Fraud
7236,3.00000089999998e-14,0.9999999999999699,1
4186,3.00000089999998e-14,0.9999999999999699,1
7336,3.00000089999998e-14,0.9999999999999699,1
7261,3.00000089999998e-14,0.9999999999999699,1
4254,3.00000089999998e-14,0.9999999999999699,1
4245,3.00000089999998e-14,0.9999999999999699,1
4256,3.00000089999998e-14,0.9999999999999699,1
4261,3.00000089999998e-14,0.9999999999999699,1
4244,3.00000089999998e-14,0.9999999999999699,1
4262,3.00000089999998e-14,0.9999999999999699,1
4194,3.00000089999998e-14,0.9999999999999699,1
7241,3.00000089999998e-14,0.9999999999999699,1
4226,3.00000089999998e-14,0.9999999999999699,1
4249,3.00000089999998e-14,0.9999999999999699,1
7339,3.00000089999998e-14,0.9999999999999699,1
4269,3.00000089999998e-14,0.9999999999999699,1
7182,3.00000089999998e-14,0.9999999999999699,1
4274,3.00000089999998e-14,0.9999999999999699,1
4271,3.00000089999998e-14,0.9999999999999699,1
4270,3.00000089999998e-14,0.9999999999999699,1
6899,3.00000089999998e-14,0.9999999999999699,1
4196,3.00000089999998e-14,0.9999999999999699,1
4268,3.00000089999998e-14,0.9999999999999699,1
7397,3.00000089999998e-14,0.9999999999999699,1
4218,3.07864318550301e-14,0.9999999999999691,1
4252,6.122525083396447e-14,0.9999999999999388,1
4257,6.193018104529381e-14,0.9999999999999382,1
6877,1.313246002563154e-13,0.9999999999998687,1
7475,1.833519737503951e-13,0.9999999999998167,1
7255,2.194071734134241e-13,0.9999999999997806,1
4248,3.594435432138073e-13,0.9999999999996405,1
7211,3.5966107387991987e-13,0.9999999999996403,1
4278,4.4935906248069487e-13,0.9999999999995506,1
4264,4.992382105627494e-13,0.9999999999995007,1
4158,1.3270637448001798e-12,0.999999999998673,1
7481,1.6804038312375892e-12,0.9999999999983196,1
4162,1.7411520462188238e-12,0.9999999999982588,1
7465,9.249446227576162e-12,0.9999999999907505,1
7067,1.272591208025792e-11,0.9999999999872742,1
5147,1.462227701087996e-11,0.9999999999853778,1
6992,1.5320108967490106e-11,0.9999999999846799,1
4235,4.433264156083329e-11,0.9999999999556674,1
5142,5.3375792620680234e-11,0.9999999999466243,1
7043,1.0970040301282003e-10,0.9999999998902995,1
7110,2.2568403149737447e-10,0.999999999774316,1
6861,3.103904671001814e-10,0.9999999996896096,1
7088,5.36969422528405e-10,0.9999999994630305,1
6961,6.589944028661668e-10,0.9999999993410056,1
4178,8.156681342166933e-10,0.9999999991843319,1
4176,1.144988610661184e-09,0.9999999988550115,1
6876,1.4214192934764827e-09,0.9999999985785807,1
4167,4.047067264640149e-09,0.9999999959529328,1
7126,4.751766415085809e-09,0.9999999952482337,1
7034,6.117137950509016e-09,0.999999993882862,1
6840,7.1237664866744585e-09,0.9999999928762334,1
5182,7.876285655181391e-09,0.9999999921237143,1
6889,1.168291665885939e-08,0.9999999883170833,1
4191,1.3159395359076769e-08,0.9999999868406045,1
4174,1.8791509279405424e-08,0.9999999812084907,1
4230,2.1472866478799667e-08,0.9999999785271335,1
4205,2.9232334355321895e-08,0.9999999707676657,1
5297,3.126773550086721e-08,0.9999999687322645,1
7068,5.1021939516886843e-08,0.9999999489780605,1
4181,1.2237590939648196e-07,0.9999998776240906,1
4195,1.7331007965807179e-07,0.9999998266899204,1
7059,3.106038467720096e-07,0.9999996893961532,1
7135,3.904203371757536e-07,0.9999996095796628,1
5129,1.1866468080504404e-06,0.9999988133531921,1
4239,1.751055240031606e-06,0.99999824894476,1
5221,2.4962738419770356e-06,0.9999975037261581,1
5283,4.694794794812236e-06,0.9999953052052052,1
7277,5.153608753315437e-06,0.9999948463912467,1
5159,6.86030373729235e-06,0.9999931396962627,1
1160,0.002684892462341853,0.9973151075376581,0
1105,0.002684892462341853,0.9973151075376581,0
7218,0.002787449456587026,0.997212550543413,1
7279,0.0027875172732141616,0.9972124827267858,1
7405,0.0027875193538607116,0.9972124806461392,1
7478,0.0027875313793211355,0.9972124686206789,1
7448,0.0027875777833872963,0.9972124222166127,1
7268,0.0027876076682903845,0.9972123923317094,1
7473,0.0027876377719401177,0.9972123622280599,1
7235,0.0027878103964585794,0.9972121896035415,1
7463,0.0027878220268088795,0.9972121779731913,1
7410,0.002789629707078097,0.9972103702929218,1
7297,0.0027907708541834576,0.9972092291458163,1
7332,0.0027923799900771928,0.9972076200099229,1
7390,0.002799011797269821,0.9972009882027303,1
7316,0.002801691462283325,0.9971983085377168,1
7384,0.0028023331440242896,0.9971976668559758,1
7185,0.0028041108205024493,0.9971958891794976,1
7454,0.0028145946845877378,0.9971854053154122,1
7215,0.002829491655864731,0.9971705083441353,1
7368,0.0028300304539816807,0.9971699695460183,1
7292,0.002843332526735777,0.9971566674732643,1
7406,0.0028490299783668245,0.9971509700216333,1
