,0,1,Fraud
8531,9.703260614002396e-06,0.999990296739386,0
2882,0.0003484307867294145,0.9996515692132706,1
4265,0.025094296448459064,0.9749057035515409,1
5139,0.06673457529124527,0.9332654247087547,1
9384,0.16438187164810392,0.8356181283518961,0
5275,0.19924329948860042,0.8007567005113996,1
4270,0.22510646407550927,0.7748935359244907,1
7236,0.22524681206737596,0.774753187932624,1
4196,0.25314893605026856,0.7468510639497314,1
7059,0.3364645203914822,0.6635354796085178,1
10109,0.36622905120215454,0.6337709487978455,0
5182,0.38674983940289664,0.6132501605971034,1
7241,0.402666680043418,0.597333319956582,1
4245,0.42641021438865534,0.5735897856113447,1
4274,0.436538326758533,0.563461673241467,1
4396,0.4534790273480759,0.5465209726519241,0
5546,0.4626456842675495,0.5373543157324505,0
4203,0.478064224190192,0.521935775809808,1
4262,0.4783877845139678,0.5216122154860322,1
4271,0.48654838759434416,0.5134516124056558,1
4269,0.4878885019386282,0.5121114980613718,1
6877,0.49623742465892073,0.5037625753410793,1
7182,0.5254282165228872,0.4745717834771128,1
5142,0.5290056691742991,0.47099433082570086,1
4249,0.5342926166826028,0.4657073833173973,1
4226,0.5387940948540287,0.46120590514597126,1
7261,0.5458261561994563,0.4541738438005437,1
4261,0.5605995638829779,0.43940043611702206,1
3410,0.5771286390213753,0.42287136097862466,0
3393,0.5771286390213753,0.42287136097862466,0
3298,0.5771286390213753,0.42287136097862466,0
3246,0.5771286390213753,0.42287136097862466,0
3384,0.5771286390213753,0.42287136097862466,0
3349,0.5771286390213753,0.42287136097862466,0
3382,0.5771286390213753,0.42287136097862466,0
3370,0.5771286390213753,0.42287136097862466,0
3373,0.5771286390213753,0.42287136097862466,0
3270,0.5771286390213753,0.42287136097862466,0
3381,0.5771286390213753,0.42287136097862466,0
3421,0.5771286390213753,0.42287136097862466,0
3505,0.5771286390213753,0.42287136097862466,0
3572,0.5771286390213753,0.42287136097862466,0
3587,0.5771286390213753,0.42287136097862466,0
3559,0.5771286390213753,0.42287136097862466,0
3584,0.5771286390213753,0.42287136097862466,0
3541,0.5771286390213753,0.42287136097862466,0
3537,0.5771286390213753,0.42287136097862466,0
3524,0.5771286390213753,0.42287136097862466,0
3500,0.5771286390213753,0.42287136097862466,0
3240,0.5771286390213753,0.42287136097862466,0
3497,0.5771286390213753,0.42287136097862466,0
3482,0.5771286390213753,0.42287136097862466,0
3463,0.5771286390213753,0.42287136097862466,0
3461,0.5771286390213753,0.42287136097862466,0
3306,0.5771286390213753,0.42287136097862466,0
3459,0.5771286390213753,0.42287136097862466,0
3448,0.5771286390213753,0.42287136097862466,0
3325,0.5771286390213753,0.42287136097862466,0
4244,0.5807677801185026,0.4192322198814974,1
5147,0.585959639039918,0.41404036096008195,1
4256,0.5942237130289285,0.40577628697107154,1
4254,0.5999586420813615,0.4000413579186385,1
7397,0.6020680257891315,0.39793197421086846,1
6899,0.6027765751701073,0.39722342482989265,1
10013,0.60562328312545,0.39437671687455,0
6846,0.6077232201365796,0.39227677986342036,1
4186,0.6080300856713142,0.3919699143286858,1
7277,0.6137291737684996,0.3862708262315005,1
7336,0.6142886006021295,0.38571139939787047,1
4218,0.6177334787309727,0.3822665212690273,1
538,0.6200622486916916,0.3799377513083085,0
4162,0.6248645208014465,0.37513547919855345,1
7135,0.6261953446710894,0.3738046553289106,1
7339,0.6282433073604765,0.3717566926395235,1
4194,0.6339428975496364,0.36605710245036355,1
4252,0.6558000976852403,0.34419990231475966,1
4257,0.655971309387996,0.344028690612004,1
211,0.6578363011830826,0.3421636988169174,1
4181,0.6644422714399384,0.3355577285600616,1
6992,0.6704038289563571,0.3295961710436429,1
4268,0.6716682764520298,0.32833172354797024,1
7475,0.6725701881634325,0.32742981183656755,1
7067,0.6757573453795285,0.32424265462047147,1
7255,0.6758095325692361,0.3241904674307638,1
6876,0.678525354536939,0.32147464546306104,1
1196,0.6794864902617415,0.3205135097382585,0
4248,0.6805124620611698,0.31948753793883017,1
7043,0.681222584366018,0.318777415633982,1
11239,0.681400645006385,0.3185993549936151,0
4264,0.6814131569048858,0.31858684309511426,1
4176,0.6825408394026502,0.31745916059734985,1
4278,0.6834070488245718,0.31659295117542824,1
7211,0.684331735557481,0.31566826444251905,1
7185,0.7048298585260548,0.2951701414739451,1
7316,0.7058600260064725,0.29413997399352754,1
7390,0.7071066151628942,0.29289338483710575,1
1160,0.7079058317383372,0.2920941682616628,0
1105,0.7079058317383372,0.2920941682616628,0
7481,0.7079163378275304,0.29208366217246956,1
7332,0.7110157984838741,0.28898420151612586,1
4158,0.7110884699165168,0.2889115300834832,1
7410,0.7134383749961182,0.2865616250038818,1
7235,0.7161252965392664,0.2838747034607337,1
7268,0.7166494963642716,0.2833505036357285,1
7448,0.7167398168960406,0.28326018310395934,1
7279,0.7169384601912471,0.2830615398087529,1
7218,0.7171963127373404,0.28280368726265953,1
7405,0.7200745138764753,0.2799254861235247,1
7478,0.7201155016022049,0.2798844983977951,1
7473,0.7204407074969768,0.2795592925030232,1
7463,0.7209012322134336,0.2790987677865664,1
4235,0.7226148423887759,0.27738515761122406,1
6840,0.7239326979728656,0.27606730202713436,1
7297,0.724624444033994,0.27537555596600605,1
4167,0.7272685258328113,0.2727314741671887,1
7465,0.7301427374324676,0.2698572625675324,1
7384,0.73114164859062,0.26885835140937997,1
7454,0.7354442374627896,0.2645557625372104,1
7088,0.7359910606170339,0.2640089393829661,1
7215,0.7394576983268604,0.2605423016731396,1
7368,0.7395874534904163,0.2604125465095836,1
6961,0.7409503268399618,0.2590496731600383,1
7292,0.7425505337149442,0.25744946628505583,1
7406,0.7437029321560455,0.2562970678439544,1
7196,0.7453974431095934,0.25460255689040656,1
7341,0.7492588512590663,0.25074114874093373,1
7398,0.7527997516008191,0.2472002483991809,1
4191,0.7556024928810847,0.2443975071189153,1
4174,0.7628399095864643,0.23716009041353567,1
4230,0.7654297922205364,0.23457020777946364,1
6861,0.7657137338531601,0.2342862661468399,1
4205,0.7711953361079381,0.22880466389206192,1
7126,0.7788630881077993,0.22113691189220075,1
11143,0.7817472366645181,0.21825276333548196,0
7034,0.7828179338942054,0.21718206610579457,1
7110,0.7887153565503804,0.2112846434496196,1
6842,0.7888484091443804,0.21115159085561963,1
6889,0.7923149280625692,0.20768507193743077,1
6097,0.797058345462386,0.20294165453761406,0
6879,0.7985522637684189,0.20144773623158108,1
4195,0.7996952049727571,0.20030479502724285,1
7068,0.8112328226918943,0.18876717730810572,1
3576,0.816096214013896,0.183903785986104,1
4178,0.8167222242969536,0.1832777757030464,1
3031,0.8214027849365579,0.17859721506344212,0
2996,0.8214027849365579,0.17859721506344212,0
3027,0.8214027849365579,0.17859721506344212,0
3207,0.8214027849365579,0.17859721506344212,0
3213,0.8214027849365579,0.17859721506344212,0
3034,0.8214027849365579,0.17859721506344212,0
3106,0.8214027849365579,0.17859721506344212,0
2971,0.8214027849365579,0.17859721506344212,0
2983,0.8214027849365579,0.17859721506344212,0
3110,0.8214027849365579,0.17859721506344212,0
3162,0.8214027849365579,0.17859721506344212,0
3001,0.8214027849365579,0.17859721506344212,0
3239,0.8214027849365579,0.17859721506344212,0
6835,0.8232488448828733,0.17675115511712666,1
4239,0.8286207740197644,0.17137922598023556,1
6836,0.8431911117389135,0.15680888826108647,1
6060,0.8437140322094665,0.15628596779053355,0
6099,0.8437140322094665,0.15628596779053355,0
2693,0.8441403714658644,0.15585962853413557,1
3377,0.8456982143779587,0.15430178562204133,0
3441,0.8456982143779587,0.15430178562204133,0
3271,0.8456982143779587,0.15430178562204133,0
9453,0.8468883477908082,0.15311165220919182,0
9299,0.8468883477908082,0.15311165220919182,0
6474,0.8483460906555601,0.15165390934443992,0
1169,0.853795379827844,0.146204620172156,0
3018,0.8554042577764349,0.14459574222356505,1
430,0.8562179439289065,0.14378205607109354,0
6872,0.8570145104211125,0.1429854895788875,1
6830,0.8626461315506215,0.13735386844937847,1
9247,0.8646708147580204,0.13532918524197962,0
9618,0.8646708147580204,0.13532918524197962,0
6856,0.8696651865190304,0.1303348134809697,1
11150,0.8706173851111859,0.12938261488881408,0
1231,0.8735361765651859,0.12646382343481408,0
1053,0.8735361765651859,0.12646382343481408,0
1337,0.8735361765651859,0.12646382343481408,0
1147,0.8735361765651859,0.12646382343481408,0
9309,0.8808941284917999,0.11910587150820008,0
9596,0.8808941284917999,0.11910587150820008,0
9270,0.8869609265333656,0.11303907346663447,0
9245,0.8869609265333656,0.11303907346663447,0
6880,0.8873447407523146,0.11265525924768535,1
9401,0.8879635693786835,0.11203643062131656,0
